event_id,event_time,settled_time,sportsbook,market,selection,odds,won,rating_diff,rest_diff
G0009,2022-01-10 00:00:00+00:00,2022-01-10 03:00:00+00:00,samplebook,moneyline,away,1.777,0,0.5122427290715373,-1
G0010,2022-01-11 00:00:00+00:00,2022-01-11 03:00:00+00:00,samplebook,moneyline,home,1.4713,1,1.1289722927208916,0
G0010,2022-01-11 00:00:00+00:00,2022-01-11 03:00:00+00:00,samplebook,moneyline,away,2.7373,0,-1.1289722927208916,0
G0011,2022-01-12 00:00:00+00:00,2022-01-12 03:00:00+00:00,samplebook,moneyline,home,1.6103,1,0.6505927878247011,-3
G0011,2022-01-12 00:00:00+00:00,2022-01-12 03:00:00+00:00,samplebook,moneyline,away,2.3585,0,-0.6505927878247011,3
G0012,2022-01-13 00:00:00+00:00,2022-01-13 03:00:00+00:00,samplebook,moneyline,home,2.4483,0,-0.6655097072886943,0
G0012,2022-01-13 00:00:00+00:00,2022-01-13 03:00:00+00:00,samplebook,moneyline,away,1.571,1,0.6655097072886943,0
G0013,2022-01-14 00:00:00+00:00,2022-01-14 03:00:00+00:00,samplebook,moneyline,home,1.3044,1,0.8714287779481898,2
G0013,2022-01-14 00:00:00+00:00,2022-01-14 03:00:00+00:00,samplebook,moneyline,away,3.5922,0,-0.8714287779481898,-2
G0014,2022-01-15 00:00:00+00:00,2022-01-15 03:00:00+00:00,samplebook,moneyline,home,2.0577,0,0.06757906948889146,2
G0014,2022-01-15 00:00:00+00:00,2022-01-15 03:00:00+00:00,samplebook,moneyline,away,1.7888,1,-0.06757906948889146,-2
G0015,2022-01-16 00:00:00+00:00,2022-01-16 03:00:00+00:00,samplebook,moneyline,home,2.1663,1,-0.31967121635730134,2
G0015,2022-01-16 00:00:00+00:00,2022-01-16 03:00:00+00:00,samplebook,moneyline,away,1.7141,0,0.31967121635730134,-2
G0016,2022-01-17 00:00:00+00:00,2022-01-17 03:00:00+00:00,samplebook,moneyline,home,2.0468,0,-0.27514225122668373,-2
G0016,2022-01-17 00:00:00+00:00,2022-01-17 03:00:00+00:00,samplebook,moneyline,away,1.7971,1,0.27514225122668373,2
G0017,2022-01-18 00:00:00+00:00,2022-01-18 03:00:00+00:00,samplebook,moneyline,home,4.9874,0,-1.6828697716158048,-3
G0017,2022-01-18 00:00:00+00:00,2022-01-18 03:00:00+00:00,samplebook,moneyline,away,1.1841,1,1.6828697716158048,3
G0018,2022-01-19 00:00:00+00:00,2022-01-19 03:00:00+00:00,samplebook,moneyline,home,1.8095,1,0.5862223313592781,-3
G0018,2022-01-19 00:00:00+00:00,2022-01-19 03:00:00+00:00,samplebook,moneyline,away,2.031,0,-0.5862223313592781,3
G0019,2022-01-20 00:00:00+00:00,2022-01-20 03:00:00+00:00,samplebook,moneyline,home,2.3764,1,-0.46235179266456716,0
G0019,2022-01-20 00:00:00+00:00,2022-01-20 03:00:00+00:00,samplebook,moneyline,away,1.6021,0,0.46235179266456716,0
G0020,2022-01-21 00:00:00+00:00,2022-01-21 03:00:00+00:00,samplebook,moneyline,home,3.6541,1,-1.2756863233379219,-3
G0020,2022-01-21 00:00:00+00:00,2022-01-21 03:00:00+00:00,samplebook,moneyline,away,1.2965,0,1.2756863233379219,3
G0021,2022-01-22 00:00:00+00:00,2022-01-22 03:00:00+00:00,samplebook,moneyline,home,2.0755,0,0.14242573607056525,-2
G0021,2022-01-22 00:00:00+00:00,2022-01-22 03:00:00+00:00,samplebook,moneyline,away,1.7756,1,-0.14242573607056525,2
G0022,2022-01-23 00:00:00+00:00,2022-01-23 03:00:00+00:00,samplebook,moneyline,home,1.553,1,0.15853969107671423,3
G0022,2022-01-23 00:00:00+00:00,2022-01-23 03:00:00+00:00,samplebook,moneyline,away,2.4932,0,-0.15853969107671423,-3
G0023,2022-01-24 00:00:00+00:00,2022-01-24 03:00:00+00:00,samplebook,moneyline,home,2.5555,1,-0.6619259410666513,1
G0023,2022-01-24 00:00:00+00:00,2022-01-24 03:00:00+00:00,samplebook,moneyline,away,1.5298,0,0.6619259410666513,-1
G0024,2022-01-25 00:00:00+00:00,2022-01-25 03:00:00+00:00,samplebook,moneyline,home,3.1153,1,-1.1958396455890397,1
G0024,2022-01-25 00:00:00+00:00,2022-01-25 03:00:00+00:00,samplebook,moneyline,away,1.3812,0,1.1958396455890397,-1
G0025,2022-01-26 00:00:00+00:00,2022-01-26 03:00:00+00:00,samplebook,moneyline,home,1.5211,0,0.48074665890590895,0
G0025,2022-01-26 00:00:00+00:00,2022-01-26 03:00:00+00:00,samplebook,moneyline,away,2.58,1,-0.48074665890590895,0
G0026,2022-01-27 00:00:00+00:00,2022-01-27 03:00:00+00:00,samplebook,moneyline,home,2.8099,0,-0.09848548450942361,-2
G0026,2022-01-27 00:00:00+00:00,2022-01-27 03:00:00+00:00,samplebook,moneyline,away,1.4511,1,0.09848548450942361,2
G0027,2022-01-28 00:00:00+00:00,2022-01-28 03:00:00+00:00,samplebook,moneyline,home,5.3801,1,-1.4471124724230873,-1
G0027,2022-01-28 00:00:00+00:00,2022-01-28 03:00:00+00:00,samplebook,moneyline,away,1.164,0,1.4471124724230873,1
G0028,2022-01-29 00:00:00+00:00,2022-01-29 03:00:00+00:00,samplebook,moneyline,home,1.4669,1,0.3997742267234366,0
G0028,2022-01-29 00:00:00+00:00,2022-01-29 03:00:00+00:00,samplebook,moneyline,away,2.7526,0,-0.3997742267234366,0
G0029,2022-01-30 00:00:00+00:00,2022-01-30 03:00:00+00:00,samplebook,moneyline,home,2.4085,0,-0.35626397106142593,1
G0029,2022-01-30 00:00:00+00:00,2022-01-30 03:00:00+00:00,samplebook,moneyline,away,1.5878,1,0.35626397106142593,-1
G0030,2022-01-31 00:00:00+00:00,2022-01-31 03:00:00+00:00,samplebook,moneyline,home,2.1117,0,-0.20543755786763002,-3
G0030,2022-01-31 00:00:00+00:00,2022-01-31 03:00:00+00:00,samplebook,moneyline,away,1.7499,1,0.20543755786763002,3
G0031,2022-02-01 00:00:00+00:00,2022-02-01 03:00:00+00:00,samplebook,moneyline,home,4.9982,0,-1.7273204231923487,-3
G0031,2022-02-01 00:00:00+00:00,2022-02-01 03:00:00+00:00,samplebook,moneyline,away,1.1835,1,1.7273204231923487,3
G0032,2022-02-02 00:00:00+00:00,2022-02-02 03:00:00+00:00,samplebook,moneyline,home,2.6683,0,-0.5941499556967944,0
G0032,2022-02-02 00:00:00+00:00,2022-02-02 03:00:00+00:00,samplebook,moneyline,away,1.492,1,0.5941499556967944,0
G0033,2022-02-03 00:00:00+00:00,2022-02-03 03:00:00+00:00,samplebook,moneyline,home,1.4094,0,0.23267621135470395,2
G0033,2022-02-03 00:00:00+00:00,2022-02-03 03:00:00+00:00,samplebook,moneyline,away,2.9808,1,-0.23267621135470395,-2
G0034,2022-02-04 00:00:00+00:00,2022-02-04 03:00:00+00:00,samplebook,moneyline,home,1.9596,1,-0.23935562747302427,1
G0034,2022-02-04 00:00:00+00:00,2022-02-04 03:00:00+00:00,samplebook,moneyline,away,1.8703,0,0.23935562747302427,-1
G0035,2022-02-05 00:00:00+00:00,2022-02-05 03:00:00+00:00,samplebook,moneyline,home,1.3536,1,1.3591875752404365,-3
G0035,2022-02-05 00:00:00+00:00,2022-02-05 03:00:00+00:00,samplebook,moneyline,away,3.2656,0,-1.3591875752404365,3
G0036,2022-02-06 00:00:00+00:00,2022-02-06 03:00:00+00:00,samplebook,moneyline,home,1.4434,1,1.4633028912195618,-2
G0036,2022-02-06 00:00:00+00:00,2022-02-06 03:00:00+00:00,samplebook,moneyline,away,2.8395,0,-1.4633028912195618,2
G0037,2022-02-07 00:00:00+00:00,2022-02-07 03:00:00+00:00,samplebook,moneyline,home,1.9722,1,-0.38980980315576796,1
G0037,2022-02-07 00:00:00+00:00,2022-02-07 03:00:00+00:00,samplebook,moneyline,away,1.8589,0,0.38980980315576796,-1
G0038,2022-02-08 00:00:00+00:00,2022-02-08 03:00:00+00:00,samplebook,moneyline,home,2.1855,0,-0.22222269709877338,-2
G0038,2022-02-08 00:00:00+00:00,2022-02-08 03:00:00+00:00,samplebook,moneyline,away,1.7023,1,0.22222269709877338,2
G0039,2022-02-09 00:00:00+00:00,2022-02-09 03:00:00+00:00,samplebook,moneyline,home,1.0883,1,0.8381265678943811,3
G0039,2022-02-09 00:00:00+00:00,2022-02-09 03:00:00+00:00,samplebook,moneyline,away,7.9272,0,-0.8381265678943811,-3
G0040,2022-02-10 00:00:00+00:00,2022-02-10 03:00:00+00:00,samplebook,moneyline,home,1.7283,1,0.4144094332759964,-2
G0040,2022-02-10 00:00:00+00:00,2022-02-10 03:00:00+00:00,samplebook,moneyline,away,2.1441,0,-0.4144094332759964,2
G0041,2022-02-11 00:00:00+00:00,2022-02-11 03:00:00+00:00,samplebook,moneyline,home,2.8663,0,-0.812941095310326,1
G0041,2022-02-11 00:00:00+00:00,2022-02-11 03:00:00+00:00,samplebook,moneyline,away,1.4365,1,0.812941095310326,-1
G0042,2022-02-12 00:00:00+00:00,2022-02-12 03:00:00+00:00,samplebook,moneyline,home,2.1542,0,-0.14079088641638526,-1
G0042,2022-02-12 00:00:00+00:00,2022-02-12 03:00:00+00:00,samplebook,moneyline,away,1.7218,1,0.14079088641638526,1
G0043,2022-02-13 00:00:00+00:00,2022-02-13 03:00:00+00:00,samplebook,moneyline,home,2.9779,1,-1.0356537528258116,2
G0043,2022-02-13 00:00:00+00:00,2022-02-13 03:00:00+00:00,samplebook,moneyline,away,1.41,0,1.0356537528258116,-2
G0044,2022-02-14 00:00:00+00:00,2022-02-14 03:00:00+00:00,samplebook,moneyline,home,1.6251,0,-0.05378255081832049,2
G0044,2022-02-14 00:00:00+00:00,2022-02-14 03:00:00+00:00,samplebook,moneyline,away,2.3274,1,0.05378255081832049,-2
G0045,2022-02-15 00:00:00+00:00,2022-02-15 03:00:00+00:00,samplebook,moneyline,home,2.462,1,-0.49929559853915206,2
G0045,2022-02-15 00:00:00+00:00,2022-02-15 03:00:00+00:00,samplebook,moneyline,away,1.5654,0,0.49929559853915206,-2
G0046,2022-02-16 00:00:00+00:00,2022-02-16 03:00:00+00:00,samplebook,moneyline,home,2.2916,0,-0.7252260645357532,0
G0046,2022-02-16 00:00:00+00:00,2022-02-16 03:00:00+00:00,samplebook,moneyline,away,1.6431,1,0.7252260645357532,0
G0047,2022-02-17 00:00:00+00:00,2022-02-17 03:00:00+00:00,samplebook,moneyline,home,2.7952,0,-0.9029271780870264,-1
G0047,2022-02-17 00:00:00+00:00,2022-02-17 03:00:00+00:00,samplebook,moneyline,away,1.4551,1,0.9029271780870264,1
G0048,2022-02-18 00:00:00+00:00,2022-02-18 03:00:00+00:00,samplebook,moneyline,home,1.7169,0,-0.1566378976580904,3
G0048,2022-02-18 00:00:00+00:00,2022-02-18 03:00:00+00:00,samplebook,moneyline,away,2.1619,1,0.1566378976580904,-3
G0049,2022-02-19 00:00:00+00:00,2022-02-19 03:00:00+00:00,samplebook,moneyline,home,3.1837,0,-0.45498348034078,-2
G0049,2022-02-19 00:00:00+00:00,2022-02-19 03:00:00+00:00,samplebook,moneyline,away,1.3682,1,0.45498348034078,2
G0050,2022-02-20 00:00:00+00:00,2022-02-20 03:00:00+00:00,samplebook,moneyline,home,2.0567,0,0.17258791772211948,-3
G0050,2022-02-20 00:00:00+00:00,2022-02-20 03:00:00+00:00,samplebook,moneyline,away,1.7896,1,-0.17258791772211948,3
G0051,2022-02-21 00:00:00+00:00,2022-02-21 03:00:00+00:00,samplebook,moneyline,home,1.5799,1,0.2858261396025429,2
G0051,2022-02-21 00:00:00+00:00,2022-02-21 03:00:00+00:00,samplebook,moneyline,away,2.4268,0,-0.2858261396025429,-2
G0052,2022-02-22 00:00:00+00:00,2022-02-22 03:00:00+00:00,samplebook,moneyline,home,1.9282,1,-0.41092723083373717,-1
G0052,2022-02-22 00:00:00+00:00,2022-02-22 03:00:00+00:00,samplebook,moneyline,away,1.8998,0,0.41092723083373717,1
G0053,2022-02-23 00:00:00+00:00,2022-02-23 03:00:00+00:00,samplebook,moneyline,home,2.2138,0,0.18323443722190613,-1
G0053,2022-02-23 00:00:00+00:00,2022-02-23 03:00:00+00:00,samplebook,moneyline,away,1.6855,1,-0.18323443722190613,1
G0054,2022-02-24 00:00:00+00:00,2022-02-24 03:00:00+00:00,samplebook,moneyline,home,1.3522,1,1.6509279322312496,-3
G0054,2022-02-24 00:00:00+00:00,2022-02-24 03:00:00+00:00,samplebook,moneyline,away,3.274,0,-1.6509279322312496,3
G0055,2022-02-25 00:00:00+00:00,2022-02-25 03:00:00+00:00,samplebook,moneyline,home,1.1093,0,1.4614442922422022,2
G0055,2022-02-25 00:00:00+00:00,2022-02-25 03:00:00+00:00,samplebook,moneyline,away,6.9684,1,-1.4614442922422022,-2
G0056,2022-02-26 00:00:00+00:00,2022-02-26 03:00:00+00:00,samplebook,moneyline,home,2.4314,0,-0.8947270189558264,3
G0056,2022-02-26 00:00:00+00:00,2022-02-26 03:00:00+00:00,samplebook,moneyline,away,1.578,1,0.8947270189558264,-3
G0057,2022-02-27 00:00:00+00:00,2022-02-27 03:00:00+00:00,samplebook,moneyline,home,1.6115,1,-0.16344289852451258,2
G0057,2022-02-27 00:00:00+00:00,2022-02-27 03:00:00+00:00,samplebook,moneyline,away,2.3558,0,0.16344289852451258,-2
G0058,2022-02-28 00:00:00+00:00,2022-02-28 03:00:00+00:00,samplebook,moneyline,home,2.107,1,0.09058490690174555,-3
G0058,2022-02-28 00:00:00+00:00,2022-02-28 03:00:00+00:00,samplebook,moneyline,away,1.7532,0,-0.09058490690174555,3
G0059,2022-03-01 00:00:00+00:00,2022-03-01 03:00:00+00:00,samplebook,moneyline,home,3.0611,0,-0.8432302702928711,1
G0059,2022-03-01 00:00:00+00:00,2022-03-01 03:00:00+00:00,samplebook,moneyline,away,1.3921,1,0.8432302702928711,-1
G0060,2022-03-02 00:00:00+00:00,2022-03-02 03:00:00+00:00,samplebook,moneyline,home,2.5078,0,-0.33412344070081207,-3
G0060,2022-03-02 00:00:00+00:00,2022-03-02 03:00:00+00:00,samplebook,moneyline,away,1.5474,1,0.33412344070081207,3
G0061,2022-03-03 00:00:00+00:00,2022-03-03 03:00:00+00:00,samplebook,moneyline,home,1.878,1,-0.4841694333335785,2
G0061,2022-03-03 00:00:00+00:00,2022-03-03 03:00:00+00:00,samplebook,moneyline,away,1.9512,0,0.4841694333335785,-2
G0062,2022-03-04 00:00:00+00:00,2022-03-04 03:00:00+00:00,samplebook,moneyline,home,1.7772,1,0.5381154370039261,-1
G0062,2022-03-04 00:00:00+00:00,2022-03-04 03:00:00+00:00,samplebook,moneyline,away,2.0733,0,-0.5381154370039261,1
G0063,2022-03-05 00:00:00+00:00,2022-03-05 03:00:00+00:00,samplebook,moneyline,home,1.8103,0,-0.22385881688049952,3
G0063,2022-03-05 00:00:00+00:00,2022-03-05 03:00:00+00:00,samplebook,moneyline,away,2.03,1,0.22385881688049952,-3
G0064,2022-03-06 00:00:00+00:00,2022-03-06 03:00:00+00:00,samplebook,moneyline,home,1.9399,0,-1.0843880722333665,2
G0064,2022-03-06 00:00:00+00:00,2022-03-06 03:00:00+00:00,samplebook,moneyline,away,1.8886,1,1.0843880722333665,-2
G0065,2022-03-07 00:00:00+00:00,2022-03-07 03:00:00+00:00,samplebook,moneyline,home,1.2837,0,1.8768446112816701,-3
G0065,2022-03-07 00:00:00+00:00,2022-03-07 03:00:00+00:00,samplebook,moneyline,away,3.7597,1,-1.8768446112816701,3
G0066,2022-03-08 00:00:00+00:00,2022-03-08 03:00:00+00:00,samplebook,moneyline,home,2.8324,1,-1.4634420018370031,1
G0066,2022-03-08 00:00:00+00:00,2022-03-08 03:00:00+00:00,samplebook,moneyline,away,1.4452,0,1.4634420018370031,-1
G0067,2022-03-09 00:00:00+00:00,2022-03-09 03:00:00+00:00,samplebook,moneyline,home,3.4716,0,-0.7290838377436085,2
G0067,2022-03-09 00:00:00+00:00,2022-03-09 03:00:00+00:00,samplebook,moneyline,away,1.3211,1,0.7290838377436085,-2
G0068,2022-03-10 00:00:00+00:00,2022-03-10 03:00:00+00:00,samplebook,moneyline,home,1.4902,0,-0.16266592054490767,2
G0068,2022-03-10 00:00:00+00:00,2022-03-10 03:00:00+00:00,samplebook,moneyline,away,2.6742,1,0.16266592054490767,-2
G0069,2022-03-11 00:00:00+00:00,2022-03-11 03:00:00+00:00,samplebook,moneyline,home,1.9577,1,-0.5294394273660737,1
G0069,2022-03-11 00:00:00+00:00,2022-03-11 03:00:00+00:00,samplebook,moneyline,away,1.872,0,0.5294394273660737,-1
G0070,2022-03-12 00:00:00+00:00,2022-03-12 03:00:00+00:00,samplebook,moneyline,home,1.4283,1,-0.09426255425255699,3
G0070,2022-03-12 00:00:00+00:00,2022-03-12 03:00:00+00:00,samplebook,moneyline,away,2.8996,0,0.09426255425255699,-3
G0071,2022-03-13 00:00:00+00:00,2022-03-13 03:00:00+00:00,samplebook,moneyline,home,2.1929,0,-1.287422581274031,3
G0071,2022-03-13 00:00:00+00:00,2022-03-13 03:00:00+00:00,samplebook,moneyline,away,1.6979,1,1.287422581274031,-3
G0072,2022-03-14 00:00:00+00:00,2022-03-14 03:00:00+00:00,samplebook,moneyline,home,1.0401,1,2.905067169240407,3
G0072,2022-03-14 00:00:00+00:00,2022-03-14 03:00:00+00:00,samplebook,moneyline,away,11.9617,0,-2.905067169240407,-3
G0073,2022-03-15 00:00:00+00:00,2022-03-15 03:00:00+00:00,samplebook,moneyline,home,1.3157,1,1.7286976444055924,-3
G0073,2022-03-15 00:00:00+00:00,2022-03-15 03:00:00+00:00,samplebook,moneyline,away,3.5092,0,-1.7286976444055924,3
G0074,2022-03-16 00:00:00+00:00,2022-03-16 03:00:00+00:00,samplebook,moneyline,home,1.4679,1,0.777337576061744,1
G0074,2022-03-16 00:00:00+00:00,2022-03-16 03:00:00+00:00,samplebook,moneyline,away,2.7491,0,-0.777337576061744,-1
G0075,2022-03-17 00:00:00+00:00,2022-03-17 03:00:00+00:00,samplebook,moneyline,home,4.4085,1,-1.3748958083699818,-2
G0075,2022-03-17 00:00:00+00:00,2022-03-17 03:00:00+00:00,samplebook,moneyline,away,1.2222,0,1.3748958083699818,2
G0076,2022-03-18 00:00:00+00:00,2022-03-18 03:00:00+00:00,samplebook,moneyline,home,1.487,0,0.23216988962625595,2
G0076,2022-03-18 00:00:00+00:00,2022-03-18 03:00:00+00:00,samplebook,moneyline,away,2.6845,1,-0.23216988962625595,-2
G0077,2022-03-19 00:00:00+00:00,2022-03-19 03:00:00+00:00,samplebook,moneyline,home,2.0258,1,0.15542932766846604,-3
G0077,2022-03-19 00:00:00+00:00,2022-03-19 03:00:00+00:00,samplebook,moneyline,away,1.8137,0,-0.15542932766846604,3
G0078,2022-03-20 00:00:00+00:00,2022-03-20 03:00:00+00:00,samplebook,moneyline,home,1.7917,1,8.439309141418043e-05,2
G0078,2022-03-20 00:00:00+00:00,2022-03-20 03:00:00+00:00,samplebook,moneyline,away,2.0539,0,-8.439309141418043e-05,-2
G0079,2022-03-21 00:00:00+00:00,2022-03-21 03:00:00+00:00,samplebook,moneyline,home,1.0967,1,2.093168308930595,2
G0079,2022-03-21 00:00:00+00:00,2022-03-21 03:00:00+00:00,samplebook,moneyline,away,7.5082,0,-2.093168308930595,-2
G0080,2022-03-22 00:00:00+00:00,2022-03-22 03:00:00+00:00,samplebook,moneyline,home,3.9763,0,-0.7630572096947675,-3
G0080,2022-03-22 00:00:00+00:00,2022-03-22 03:00:00+00:00,samplebook,moneyline,away,1.2602,1,0.7630572096947675,3
G0081,2022-03-23 00:00:00+00:00,2022-03-23 03:00:00+00:00,samplebook,moneyline,home,1.3261,1,1.191142953088865,-1
G0081,2022-03-23 00:00:00+00:00,2022-03-23 03:00:00+00:00,samplebook,moneyline,away,3.4377,0,-1.191142953088865,1
G0082,2022-03-24 00:00:00+00:00,2022-03-24 03:00:00+00:00,samplebook,moneyline,home,5.495,0,-1.7445859869741926,2
G0082,2022-03-24 00:00:00+00:00,2022-03-24 03:00:00+00:00,samplebook,moneyline,away,1.1587,1,1.7445859869741926,-2
G0083,2022-03-25 00:00:00+00:00,2022-03-25 03:00:00+00:00,samplebook,moneyline,home,2.1037,0,-0.47152480744994896,2
G0083,2022-03-25 00:00:00+00:00,2022-03-25 03:00:00+00:00,samplebook,moneyline,away,1.7555,1,0.47152480744994896,-2
G0084,2022-03-26 00:00:00+00:00,2022-03-26 03:00:00+00:00,samplebook,moneyline,home,1.9356,0,-0.292171185803555,2
G0084,2022-03-26 00:00:00+00:00,2022-03-26 03:00:00+00:00,samplebook,moneyline,away,1.8926,1,0.292171185803555,-2
G0085,2022-03-27 00:00:00+00:00,2022-03-27 03:00:00+00:00,samplebook,moneyline,home,1.3885,1,1.471491972993157,-3
G0085,2022-03-27 00:00:00+00:00,2022-03-27 03:00:00+00:00,samplebook,moneyline,away,3.079,0,-1.471491972993157,3
G0086,2022-03-28 00:00:00+00:00,2022-03-28 03:00:00+00:00,samplebook,moneyline,home,2.4683,1,0.17651242137244696,-2
G0086,2022-03-28 00:00:00+00:00,2022-03-28 03:00:00+00:00,samplebook,moneyline,away,1.5628,0,-0.17651242137244696,2
G0087,2022-03-29 00:00:00+00:00,2022-03-29 03:00:00+00:00,samplebook,moneyline,home,2.2283,1,0.32799548371410964,-2
G0087,2022-03-29 00:00:00+00:00,2022-03-29 03:00:00+00:00,samplebook,moneyline,away,1.6772,0,-0.32799548371410964,2
G0088,2022-03-30 00:00:00+00:00,2022-03-30 03:00:00+00:00,samplebook,moneyline,home,1.5226,1,0.8638280136981883,2
G0088,2022-03-30 00:00:00+00:00,2022-03-30 03:00:00+00:00,samplebook,moneyline,away,2.5757,0,-0.8638280136981883,-2
G0089,2022-03-31 00:00:00+00:00,2022-03-31 03:00:00+00:00,samplebook,moneyline,home,2.1125,0,-0.33445617235587666,-1
G0089,2022-03-31 00:00:00+00:00,2022-03-31 03:00:00+00:00,samplebook,moneyline,away,1.7494,1,0.33445617235587666,1
G0090,2022-04-01 00:00:00+00:00,2022-04-01 03:00:00+00:00,samplebook,moneyline,home,1.0446,1,1.732311605409944,2
G0090,2022-04-01 00:00:00+00:00,2022-04-01 03:00:00+00:00,samplebook,moneyline,away,11.3991,0,-1.732311605409944,-2
G0091,2022-04-02 00:00:00+00:00,2022-04-02 03:00:00+00:00,samplebook,moneyline,home,1.7584,0,0.43899315873829875,-1
G0091,2022-04-02 00:00:00+00:00,2022-04-02 03:00:00+00:00,samplebook,moneyline,away,2.0995,1,-0.43899315873829875,1
G0092,2022-04-03 00:00:00+00:00,2022-04-03 03:00:00+00:00,samplebook,moneyline,home,2.5056,0,0.06654581585920483,-3
G0092,2022-04-03 00:00:00+00:00,2022-04-03 03:00:00+00:00,samplebook,moneyline,away,1.5482,1,-0.06654581585920483,3
G0093,2022-04-04 00:00:00+00:00,2022-04-04 03:00:00+00:00,samplebook,moneyline,home,1.5231,0,0.7823503424176613,-1
G0093,2022-04-04 00:00:00+00:00,2022-04-04 03:00:00+00:00,samplebook,moneyline,away,2.5743,1,-0.7823503424176613,1
G0094,2022-04-05 00:00:00+00:00,2022-04-05 03:00:00+00:00,samplebook,moneyline,home,1.2482,0,1.1712470934673194,1
G0094,2022-04-05 00:00:00+00:00,2022-04-05 03:00:00+00:00,samplebook,moneyline,away,4.101,1,-1.1712470934673194,-1
G0095,2022-04-06 00:00:00+00:00,2022-04-06 03:00:00+00:00,samplebook,moneyline,home,7.6867,1,-1.5720402556532407,-3
G0095,2022-04-06 00:00:00+00:00,2022-04-06 03:00:00+00:00,samplebook,moneyline,away,1.093,0,1.5720402556532407,3
G0096,2022-04-07 00:00:00+00:00,2022-04-07 03:00:00+00:00,samplebook,moneyline,home,2.79,0,-0.5182798423662747,-1
G0096,2022-04-07 00:00:00+00:00,2022-04-07 03:00:00+00:00,samplebook,moneyline,away,1.4565,1,0.5182798423662747,1
G0097,2022-04-08 00:00:00+00:00,2022-04-08 03:00:00+00:00,samplebook,moneyline,home,3.6357,1,-1.013717366440399,1
G0097,2022-04-08 00:00:00+00:00,2022-04-08 03:00:00+00:00,samplebook,moneyline,away,1.2988,0,1.013717366440399,-1
G0098,2022-04-09 00:00:00+00:00,2022-04-09 03:00:00+00:00,samplebook,moneyline,home,2.1453,1,-0.6711402773965811,0
G0098,2022-04-09 00:00:00+00:00,2022-04-09 03:00:00+00:00,samplebook,moneyline,away,1.7275,0,0.6711402773965811,0
G0099,2022-04-10 00:00:00+00:00,2022-04-10 03:00:00+00:00,samplebook,moneyline,home,1.4739,1,0.6087614722244398,1
G0099,2022-04-10 00:00:00+00:00,2022-04-10 03:00:00+00:00,samplebook,moneyline,away,2.7285,0,-0.6087614722244398,-1
G0100,2022-04-11 00:00:00+00:00,2022-04-11 03:00:00+00:00,samplebook,moneyline,home,2.1304,1,0.07203357323257792,3
G0100,2022-04-11 00:00:00+00:00,2022-04-11 03:00:00+00:00,samplebook,moneyline,away,1.7373,0,-0.07203357323257792,-3
